"h_id","h_name","line_id","capacity","start_time"
"3736","G5779","76000G577901","2785","15/11/2024 00:00:00"
"3737","G5781","77000G578101","2177","15/11/2024 00:00:00"
"3738","G5782","77000G578201","2898","15/11/2024 00:00:00"
"3739","G5783","77000G578301","2075","15/11/2024 00:00:00"
"3740","G5784","77000G578401","2204","15/11/2024 00:00:00"
"3741","G5785","77000G578501","2929","15/11/2024 00:00:00"
"3742","G5786","76000G578701","2057","15/11/2024 00:00:00"
"3743","G5787","76000G578701","2402","15/11/2024 00:00:00"
"3744","G5788","77000G578501","2731","15/11/2024 00:00:00"
"3745","G5790","77000G579000","2778","15/11/2024 00:00:00"
"3746","G5791","77000G579101","2473","15/11/2024 00:00:00"
"3747","G5792","77000G579201","2763","15/11/2024 00:00:00"
"3748","G5793","77000G579301","2180","15/11/2024 00:00:00"
"3749","G5794","77000G579401","2417","15/11/2024 00:00:00"
"3750","G5795","77000G579500","2236","15/11/2024 00:00:00"
"3751","G5796","77000G579601","2518","15/11/2024 00:00:00"
"3752","G5797","76000G579700","2830","15/11/2024 00:00:00"
"3753","G5798","77000G579801","2183","15/11/2024 00:00:00"
"3754","G5800","76000G579700","2397","15/11/2024 00:00:00"
"3755","G5801","6i000G580104","2244","15/11/2024 00:00:00"
"3756","G5802","6x000G580207","2635","15/11/2024 00:00:00"
"3757","G5803","6i000G580305","2987","15/11/2024 00:00:00"
"3758","G5804","6x000G580406","2051","15/11/2024 00:00:00"
"3759","G5805","6i000G580503","2776","15/11/2024 00:00:00"
"3760","G5806","6x000G580605","2700","15/11/2024 00:00:00"
"3761","G5807","6i000G580704","2060","15/11/2024 00:00:00"
"3762","G5808","6x000G580805","2659","15/11/2024 00:00:00"
"3763","G5809","6i000G580903","2769","15/11/2024 00:00:00"
"3764","G5810","6x000G581004","2892","15/11/2024 00:00:00"
"3765","G5811","6i000G581100","2446","15/11/2024 00:00:00"
"3766","G5812","6x000G581201","2236","15/11/2024 00:00:00"
"3767","G5813","6i000G581303","2461","15/11/2024 00:00:00"
"3768","G5814","6x000G581406","2045","15/11/2024 00:00:00"
"3769","G5815","6i000G581503","2822","15/11/2024 00:00:00"
"3770","G5816","6x000G581605","2255","15/11/2024 00:00:00"
"3771","G5817","6i000G581704","2627","15/11/2024 00:00:00"
"3772","G5818","6x000G581806","2959","15/11/2024 00:00:00"
"3773","G5819","6i000G581905","2641","15/11/2024 00:00:00"
"3774","G5820","6x000G582003","2899","15/11/2024 00:00:00"
"3775","G5821","6i000G582103","2076","15/11/2024 00:00:00"
"3776","G5822","6x000G582204","2767","15/11/2024 00:00:00"
"3777","G5823","6i000G582304","2114","15/11/2024 00:00:00"
"3778","G5824","6x000G582404","2395","15/11/2024 00:00:00"
"3779","G5825","6i000G582504","2839","15/11/2024 00:00:00"
"3780","G5826","6x000G582604","2448","15/11/2024 00:00:00"
"3781","G5827","6i000G582704","2919","15/11/2024 00:00:00"
"3782","G5828","6x000G582806","2464","15/11/2024 00:00:00"
"3783","G5829","6i000G582904","2349","15/11/2024 00:00:00"
"3784","G5830","6x000G583006","2020","15/11/2024 00:00:00"
"3785","G5831","6i000G583102","2716","15/11/2024 00:00:00"
"3786","G5832","6x000G583205","2336","15/11/2024 00:00:00"
"3787","G5857","6i000G585700","2324","15/11/2024 00:00:00"
"3788","G5858","6x000G585802","2713","15/11/2024 00:00:00"
"3789","G5859","6i000G585900","2755","15/11/2024 00:00:00"
"3790","G5860","6x000G586001","2418","15/11/2024 00:00:00"
"3791","G5861","6i000G586100","2170","15/11/2024 00:00:00"
"3792","G5862","6x000G586201","2731","15/11/2024 00:00:00"
"3793","G5871","64000G587101","2911","15/11/2024 00:00:00"
"3794","G5872","62000G587201","2384","15/11/2024 00:00:00"
"3795","G5873","64000G587301","2578","15/11/2024 00:00:00"
"3796","G5874","62000G587403","2156","15/11/2024 00:00:00"
"3797","G5875","64000G587502","2697","15/11/2024 00:00:00"
"3798","G5876","62000G587601","2017","15/11/2024 00:00:00"
"3799","G5877","64000G587701","2003","15/11/2024 00:00:00"
"3800","G5878","62000G587801","2250","15/11/2024 00:00:00"
"3801","G5879","64000G587901","2627","15/11/2024 00:00:00"
"3802","G5880","62000G588003","2558","15/11/2024 00:00:00"
"3803","G5881","6a000G588102","2987","15/11/2024 00:00:00"
"3804","G5882","62000G588201","2344","15/11/2024 00:00:00"
"3805","G5883","64000G588301","2049","15/11/2024 00:00:00"
"3806","G5884","62000G588401","2518","15/11/2024 00:00:00"
"3807","G5885","64000G588502","2240","15/11/2024 00:00:00"
"3808","G5886","62000G588601","2845","15/11/2024 00:00:00"
"3809","G5887","64000G588701","2263","15/11/2024 00:00:00"
"3810","G5888","62000G588800","2814","15/11/2024 00:00:00"
"3811","G5889","62000G589204","2160","15/11/2024 00:00:00"
"3812","G5890","64000G589003","2716","15/11/2024 00:00:00"
"3813","G5891","64000G589003","2587","15/11/2024 00:00:00"
"3814","G5892","62000G589204","2952","15/11/2024 00:00:00"
"3815","G5893","6a000G589302","2684","15/11/2024 00:00:00"
"3816","G5894","62000G589401","2520","15/11/2024 00:00:00"
"3817","G5895","64000G589501","2711","15/11/2024 00:00:00"
"3818","G5896","62000G589601","2497","15/11/2024 00:00:00"
"3819","G5897","64000G589702","2048","15/11/2024 00:00:00"
"3820","G5898","62000G589801","2309","15/11/2024 00:00:00"
"3821","G5899","64000G589901","2647","15/11/2024 00:00:00"
"3822","G5900","62000G590001","2481","15/11/2024 00:00:00"
"3823","G5931","56000G593100","2238","15/11/2024 00:00:00"
"3824","G5932","5j000G593200","2734","15/11/2024 00:00:00"
"3825","G5933","5l000G593320","2587","15/11/2024 00:00:00"
"3826","G5934","52000G593400","2168","15/11/2024 00:00:00"
"3827","G6111","6c000G61110S","2568","15/11/2024 00:00:00"
"3828","G6112","63000G611200","2045","15/11/2024 00:00:00"
"3829","G6113","6c000G61130H","2698","15/11/2024 00:00:00"
"3830","G6114","6x000G611409","2045","15/11/2024 00:00:00"
"3831","G6115","64000G611501","2929","15/11/2024 00:00:00"
"3832","G6116","65000G611601","2480","15/11/2024 00:00:00"
"3833","G6117","64000G611701","2648","15/11/2024 00:00:00"
"3834","G6118","65000G611810","2916","15/11/2024 00:00:00"
"3835","G6119","6c000G611910","2486","15/11/2024 00:00:00"
"3836","G6120","6k000G612001","2063","15/11/2024 00:00:00"
"3837","G6121","61000G612120","2633","15/11/2024 00:00:00"
"3838","G6122","65000G612201","2630","15/11/2024 00:00:00"
"3839","G6123","6c000G612309","2925","15/11/2024 00:00:00"
"3840","G6124","62000G612405","2059","15/11/2024 00:00:00"
"3841","G6125","62000G612802","2332","15/11/2024 00:00:00"
"3842","G6126","6i000G612601","2954","15/11/2024 00:00:00"
"3843","G6127","6i000G612601","2024","15/11/2024 00:00:00"
"3844","G6128","62000G612802","2443","15/11/2024 00:00:00"
"3845","G6129","6c000G61292N","2560","15/11/2024 00:00:00"
"3846","G6130","6c000G613044","2452","15/11/2024 00:00:00"
"3847","G6131","6c000G613125","2981","15/11/2024 00:00:00"
"3848","G6132","6c000G61321K","2954","15/11/2024 00:00:00"
"3849","G6134","65000G613401","2522","15/11/2024 00:00:00"
"3850","G6135","6c000G613502","2051","15/11/2024 00:00:00"
"3851","G6136","6c000G613604","2977","15/11/2024 00:00:00"
"3852","G6137","6c000G613701","2313","15/11/2024 00:00:00"
"3853","G6138","62000G613802","2622","15/11/2024 00:00:00"
"3854","G6140","63000G614001","2313","15/11/2024 00:00:00"
"3855","G6141","61000G614408","2044","15/11/2024 00:00:00"
"3856","G6142","6j000G614301","2477","15/11/2024 00:00:00"
"3857","G6143","6j000G614301","2772","15/11/2024 00:00:00"
"3858","G6144","61000G614408","2522","15/11/2024 00:00:00"
"3859","G6145","62000G614800","2341","15/11/2024 00:00:00"
"3860","G6146","63000G614605","2319","15/11/2024 00:00:00"
"3861","G6147","63000G614605","2009","15/11/2024 00:00:00"
"3862","G6148","62000G614800","2212","15/11/2024 00:00:00"
"3863","G6149","6c000G614902","2175","15/11/2024 00:00:00"
"3864","G6150","62000G615005","2425","15/11/2024 00:00:00"
"3865","G6151","64000G615104","2750","15/11/2024 00:00:00"
"3866","G6152","63000G615200","2101","15/11/2024 00:00:00"
"3867","G6153","6c000G615302","2087","15/11/2024 00:00:00"
"3868","G6154","6c000G615401","2242","15/11/2024 00:00:00"
"3869","G6155","61000G615807","2308","15/11/2024 00:00:00"
"3870","G6156","6e000G615605","2091","15/11/2024 00:00:00"
"3871","G6157","6e000G615605","2489","15/11/2024 00:00:00"
"3872","G6158","61000G615807","2169","15/11/2024 00:00:00"
"3873","G6159","62000G616220","2435","15/11/2024 00:00:00"
"3874","G6160","63000G616000","2542","15/11/2024 00:00:00"
"3875","G6161","63000G616000","2444","15/11/2024 00:00:00"
"3876","G6162","62000G616220","2137","15/11/2024 00:00:00"
"3877","G6163","61000G616325","2232","15/11/2024 00:00:00"
"3878","G6164","6c000G61641W","2101","15/11/2024 00:00:00"
"3879","G6165","61000G61650E","2750","15/11/2024 00:00:00"
"3880","G6171","6c000G617120","2461","15/11/2024 00:00:00"
"3881","G6172","67000G617202","2136","15/11/2024 00:00:00"
"3882","G6173","67000G617202","2761","15/11/2024 00:00:00"
"3883","G6174","6c000G617402","2063","15/11/2024 00:00:00"
"3884","G6175","6c000G61750C","2360","15/11/2024 00:00:00"
"3885","G6176","67000G617603","2403","15/11/2024 00:00:00"
"3886","G6177","67000G617603","2321","15/11/2024 00:00:00"
"3887","G6178","6c000G61750C","2739","15/11/2024 00:00:00"
"3888","G6179","61000G618202","2802","15/11/2024 00:00:00"
"3889","G6180","6i000G618003","2409","15/11/2024 00:00:00"
"3890","G6181","6i000G618003","2026","15/11/2024 00:00:00"
"3891","G6182","61000G618202","2262","15/11/2024 00:00:00"
"3892","G6183","6c000G618320","2024","15/11/2024 00:00:00"
"3893","G6184","6j000G618510","2001","15/11/2024 00:00:00"
"3894","G6185","6j000G618510","2118","15/11/2024 00:00:00"
"3895","G6186","6c000G618320","2100","15/11/2024 00:00:00"
"3896","G6187","61000G619003","2774","15/11/2024 00:00:00"
"3897","G6188","63000G618801","2649","15/11/2024 00:00:00"
"3898","G6189","63000G618801","2396","15/11/2024 00:00:00"
"3899","G6190","61000G619003","2367","15/11/2024 00:00:00"
"3900","G6201","6c000G62010H","2066","15/11/2024 00:00:00"
"3901","G6202","6i000G62020M","2917","15/11/2024 00:00:00"
"3902","G6203","6c000G620318","2474","15/11/2024 00:00:00"
"3903","G6204","6i000G620417","2071","15/11/2024 00:00:00"
"3904","G6205","6c000G62050P","2049","15/11/2024 00:00:00"
"3905","G6206","6i000G62060P","2592","15/11/2024 00:00:00"
"3906","G6207","6c000G62070H","2547","15/11/2024 00:00:00"
"3907","G6208","6i000G62080V","2758","15/11/2024 00:00:00"
"3908","G6209","6c000G62091C","2348","15/11/2024 00:00:00"
"3909","G6210","6i000G62100L","2930","15/11/2024 00:00:00"
"3910","G6211","6c000G62110Z","2543","15/11/2024 00:00:00"
"3911","G6212","6i000G62120T","2928","15/11/2024 00:00:00"
"3912","G6215","6c000G62150G","2801","15/11/2024 00:00:00"
"3913","G6217","70000G621710","2252","15/11/2024 00:00:00"
"3914","G6219","6c000G621915","2565","15/11/2024 00:00:00"
"3915","G6223","6c000G622313","2820","15/11/2024 00:00:00"
"3916","G6224","6i000G62241Z","2649","15/11/2024 00:00:00"
"3917","G6225","6c000G622524","2780","15/11/2024 00:00:00"
"3918","G6226","6i000G62261I","2278","15/11/2024 00:00:00"
"3919","G6229","6c000G62290Q","2335","15/11/2024 00:00:00"
"3920","G6230","6i000G62300Z","2553","15/11/2024 00:00:00"
"3921","G6231","6c000G62310S","2067","15/11/2024 00:00:00"
"3922","G6232","6i000G62320E","2067","15/11/2024 00:00:00"
"3923","G6233","70000G62330T","2499","15/11/2024 00:00:00"
"3924","G6234","6i000G62340P","2823","15/11/2024 00:00:00"
"3925","G6235","6c000G62350V","2586","15/11/2024 00:00:00"
"3926","G6236","6i000G62360I","2499","15/11/2024 00:00:00"
"3927","G6238","6i000G623820","2401","15/11/2024 00:00:00"
"3928","G6240","6i000G62401B","2815","15/11/2024 00:00:00"
"3929","G6242","6i000G62420Q","2855","15/11/2024 00:00:00"
"3930","G6243","6c000G62430M","2111","15/11/2024 00:00:00"
"3931","G6244","6i000G62440I","2453","15/11/2024 00:00:00"
"3932","G6250","6i000G62500G","2513","15/11/2024 00:00:00"
"3933","G6251","6c000G625116","2789","15/11/2024 00:00:00"
"3934","G6253","6c000G62530E","2792","15/11/2024 00:00:00"
"3935","G6255","6c000G62550R","2882","15/11/2024 00:00:00"
"3936","G6256","6i000G625607","2067","15/11/2024 00:00:00"
"3937","G6258","6i000G62580H","2165","15/11/2024 00:00:00"
"3938","G6262","6i000G62620A","2674","15/11/2024 00:00:00"
"3939","G6263","6c000G626307","2376","15/11/2024 00:00:00"
"3940","G6264","6i000G62641C","2921","15/11/2024 00:00:00"
"3941","G6265","6c000G62651G","2517","15/11/2024 00:00:00"
"3942","G6266","6i000G62660A","2167","15/11/2024 00:00:00"
"3943","G6269","25000G626902","2951","15/11/2024 00:00:00"
"3944","G6270","26000G62700B","2652","15/11/2024 00:00:00"
"3945","G6271","25000G62710F","2904","15/11/2024 00:00:00"
"3946","G6272","26000G62720O","2183","15/11/2024 00:00:00"
"3947","G6273","26000G62720O","2827","15/11/2024 00:00:00"
"3948","G6274","25000G62740H","2647","15/11/2024 00:00:00"
"3949","G6275","25000G62740H","2442","15/11/2024 00:00:00"
"3950","G6276","26000G62760F","2970","15/11/2024 00:00:00"
"3951","G6277","25000G627807","2276","15/11/2024 00:00:00"
"3952","G6278","25000G627807","2186","15/11/2024 00:00:00"
"3953","G6280","25000G628008","2415","15/11/2024 00:00:00"
"3954","G6281","25000G628104","2403","15/11/2024 00:00:00"
"3955","G6282","26000G628202","2848","15/11/2024 00:00:00"
"3956","G6283","26000G628202","2521","15/11/2024 00:00:00"
"3957","G6284","26000G62841Z","2325","15/11/2024 00:00:00"
"3958","G6285","26000G62841Z","2954","15/11/2024 00:00:00"
"3959","G6286","25000G62861Z","2068","15/11/2024 00:00:00"
"3960","G6287","25000G62861Z","2347","15/11/2024 00:00:00"
"3961","G6288","26000G62880V","2292","15/11/2024 00:00:00"
"3962","G6289","25000G62890D","2986","15/11/2024 00:00:00"
"3963","G6290","25000G62900L","2214","15/11/2024 00:00:00"
"3964","G6291","25000G62900L","2619","15/11/2024 00:00:00"
"3965","G6292","26000G62920I","2332","15/11/2024 00:00:00"
"3966","G6293","26000G62920I","2786","15/11/2024 00:00:00"
"3967","G6294","26000G62940A","2893","15/11/2024 00:00:00"
"3968","G6295","26000G62940A","2718","15/11/2024 00:00:00"
"3969","G6296","25000G62960C","2507","15/11/2024 00:00:00"
"3970","G6297","25000G62960C","2799","15/11/2024 00:00:00"
"3971","G6298","25000G629806","2928","15/11/2024 00:00:00"
"3972","G6299","25000G629806","2562","15/11/2024 00:00:00"
"3973","G6301","6c000G63010K","2445","15/11/2024 00:00:00"
"3974","G6302","6j000G63030B","2978","15/11/2024 00:00:00"
"3975","G6303","6j000G63030B","2268","15/11/2024 00:00:00"
"3976","G6304","6c000G63010K","2738","15/11/2024 00:00:00"
"3977","G6305","6l000G630502","2755","15/11/2024 00:00:00"
"3978","G6306","6i000G630603","2514","15/11/2024 00:00:00"
"3979","G6309","6l000G630900","2719","15/11/2024 00:00:00"
"3980","G6310","65000G631001","2455","15/11/2024 00:00:00"
"3981","G6311","6l000G631100","2346","15/11/2024 00:00:00"
"3982","G6312","6i000G631200","2846","15/11/2024 00:00:00"
"3983","G6313","6c000G63130I","2759","15/11/2024 00:00:00"
"3984","G6314","6j000G63150H","2063","15/11/2024 00:00:00"
"3985","G6315","6j000G63150H","2659","15/11/2024 00:00:00"
"3986","G6316","6c000G63130I","2516","15/11/2024 00:00:00"
"3987","G6321","6l000G632103","2699","15/11/2024 00:00:00"
"3988","G6322","6i000G632201","2943","15/11/2024 00:00:00"
"3989","G6323","6l000G632302","2852","15/11/2024 00:00:00"
"3990","G6324","6i000G632402","2096","15/11/2024 00:00:00"
"3991","G6325","6c000G63250J","2490","15/11/2024 00:00:00"
"3992","G6326","67000G632608","2011","15/11/2024 00:00:00"
"3993","G6327","67000G632608","2274","15/11/2024 00:00:00"
"3994","G6328","6c000G63250J","2962","15/11/2024 00:00:00"
"3995","G6329","6c000G63290J","2341","15/11/2024 00:00:00"
"3996","G6330","67000G633006","2577","15/11/2024 00:00:00"
"3997","G6331","67000G633006","2573","15/11/2024 00:00:00"
"3998","G6332","6c000G63290J","2976","15/11/2024 00:00:00"
"3999","G6333","6i000G633600","2696","15/11/2024 00:00:00"
"4000","G6334","6e000G633402","2317","15/11/2024 00:00:00"
"4001","G6335","6e000G633402","2538","15/11/2024 00:00:00"
"4002","G6336","6i000G633600","2423","15/11/2024 00:00:00"
"4003","G6337","6e000G63400F","2212","15/11/2024 00:00:00"
"4004","G6338","6z000G63390B","2647","15/11/2024 00:00:00"
"4005","G6339","6z000G63390B","2017","15/11/2024 00:00:00"
"4006","G6340","6e000G63400F","2184","15/11/2024 00:00:00"
"4007","G6341","6c000G63410C","2103","15/11/2024 00:00:00"
"4008","G6342","6i000G634200","2561","15/11/2024 00:00:00"
"4009","G6343","6j000G634310","2204","15/11/2024 00:00:00"
"4010","G6344","6c000G63410C","2522","15/11/2024 00:00:00"
"4011","G6345","6j000G634501","2265","15/11/2024 00:00:00"
"4012","G6346","6j000G63470E","2728","15/11/2024 00:00:00"
"4013","G6347","6j000G63470E","2650","15/11/2024 00:00:00"
"4014","G6348","6i000G634801","2743","15/11/2024 00:00:00"
"4015","G6349","6c000G63490B","2951","15/11/2024 00:00:00"
"4016","G6350","6z000G635105","2125","15/11/2024 00:00:00"
"4017","G6351","6z000G635105","2356","15/11/2024 00:00:00"
"4018","G6352","6c000G63490B","2318","15/11/2024 00:00:00"
"4019","G6353","6c000G63530A","2931","15/11/2024 00:00:00"
"4020","G6354","6z000G635509","2241","15/11/2024 00:00:00"
"4021","G6355","6z000G635509","2469","15/11/2024 00:00:00"
"4022","G6356","6c000G63530A","2061","15/11/2024 00:00:00"
"4023","G6357","64000G635705","2749","15/11/2024 00:00:00"
"4024","G6358","67000G635803","2069","15/11/2024 00:00:00"
"4025","G6359","67000G635803","2857","15/11/2024 00:00:00"
"4026","G6360","64000G635705","2219","15/11/2024 00:00:00"
"4027","G6361","6c000G636112","2197","15/11/2024 00:00:00"
"4028","G6362","67000G636212","2428","15/11/2024 00:00:00"
"4029","G6363","67000G636212","2870","15/11/2024 00:00:00"
"4030","G6364","6c000G636112","2414","15/11/2024 00:00:00"
"4031","G6373","64000G637309","2273","15/11/2024 00:00:00"
"4032","G6376","64000G637309","2731","15/11/2024 00:00:00"
"4033","G6377","64000G63770H","2761","15/11/2024 00:00:00"
"4034","G6378","6c000G63790K","2360","15/11/2024 00:00:00"
"4035","G6379","6c000G63790K","2878","15/11/2024 00:00:00"
"4036","G6380","64000G63770H","2738","15/11/2024 00:00:00"
"4037","G6381","6j000G638107","2525","15/11/2024 00:00:00"
"4038","G6382","6x000G638208","2990","15/11/2024 00:00:00"
"4039","G6383","6j000G638309","2914","15/11/2024 00:00:00"
"4040","G6384","6x000G63840A","2033","15/11/2024 00:00:00"
"4041","G6385","6j000G63850A","2627","15/11/2024 00:00:00"
"4042","G6386","6x000G638603","2955","15/11/2024 00:00:00"
"4043","G6387","6j000G63870A","2381","15/11/2024 00:00:00"
"4044","G6388","6x000G63880A","2759","15/11/2024 00:00:00"
"4045","G6389","6x000G639203","2365","15/11/2024 00:00:00"
"4046","G6390","67000G639004","2604","15/11/2024 00:00:00"
"4047","G6391","67000G639004","2069","15/11/2024 00:00:00"
"4048","G6392","6x000G639203","2855","15/11/2024 00:00:00"
"4049","G6393","64000G63930O","2611","15/11/2024 00:00:00"
"4050","G6394","6c000G63950O","2498","15/11/2024 00:00:00"
"4051","G6395","6c000G63950O","2020","15/11/2024 00:00:00"
"4052","G6396","64000G63930O","2012","15/11/2024 00:00:00"
"4053","G6401","6c000G640108","2194","15/11/2024 00:00:00"
"4054","G6402","62000G640205","2434","15/11/2024 00:00:00"
"4055","G6403","6c000G640309","2923","15/11/2024 00:00:00"
"4056","G6404","62000G640402","2569","15/11/2024 00:00:00"
"4057","G6405","6c000G64050D","2564","15/11/2024 00:00:00"
"4058","G6406","62000G640604","2048","15/11/2024 00:00:00"
"4059","G6407","6r000G640702","2266","15/11/2024 00:00:00"
"4060","G6408","6i000G640802","2903","15/11/2024 00:00:00"
"4061","G6409","6c000G64090B","2454","15/11/2024 00:00:00"
"4062","G6410","62000G641004","2383","15/11/2024 00:00:00"
"4063","G6411","6r000G641101","2756","15/11/2024 00:00:00"
"4064","G6412","6i000G641202","2634","15/11/2024 00:00:00"
"4065","G6413","6r000G641301","2803","15/11/2024 00:00:00"
"4066","G6414","62000G641405","2465","15/11/2024 00:00:00"
"4067","G6415","6c000G64150F","2200","15/11/2024 00:00:00"
"4068","G6416","62000G641607","2103","15/11/2024 00:00:00"
"4069","G6417","6r000G641702","2688","15/11/2024 00:00:00"
"4070","G6418","65000G641801","2075","15/11/2024 00:00:00"
"4071","G6419","6c000G64190F","2924","15/11/2024 00:00:00"
"4072","G6420","62000G642009","2664","15/11/2024 00:00:00"
"4073","G6421","64000G64210B","2000","15/11/2024 00:00:00"
"4074","G6422","6c000G64230E","2234","15/11/2024 00:00:00"
"4075","G6423","6c000G64230E","2833","15/11/2024 00:00:00"
"4076","G6424","64000G64210B","2492","15/11/2024 00:00:00"
"4077","G6425","6r000G642501","2728","15/11/2024 00:00:00"
"4078","G6426","65000G642601","2881","15/11/2024 00:00:00"
"4079","G6427","6r000G642701","2752","15/11/2024 00:00:00"
"4080","G6428","65000G642801","2619","15/11/2024 00:00:00"
"4081","G6429","64000G642904","2388","15/11/2024 00:00:00"
"4082","G6430","6c000G643102","2846","15/11/2024 00:00:00"
"4083","G6431","6c000G643102","2426","15/11/2024 00:00:00"
"4084","G6432","64000G642904","2936","15/11/2024 00:00:00"
"4085","G6434","6c000G643505","2027","15/11/2024 00:00:00"
"4086","G6435","6c000G643505","2475","15/11/2024 00:00:00"
"4087","G6437","64000G643710","2769","15/11/2024 00:00:00"
"4088","G6438","6c000G643911","2836","15/11/2024 00:00:00"
"4089","G6439","6c000G643911","2498","15/11/2024 00:00:00"
"4090","G6440","64000G643710","2249","15/11/2024 00:00:00"
"4091","G6441","6c000G644109","2027","15/11/2024 00:00:00"
"4092","G6442","62000G644200","2207","15/11/2024 00:00:00"
"4093","G6443","6c000G644311","2920","15/11/2024 00:00:00"
"4094","G6444","62000G644400","2586","15/11/2024 00:00:00"
"4095","G6445","6r000G644501","2782","15/11/2024 00:00:00"
"4096","G6446","65000G644603","2085","15/11/2024 00:00:00"
"4097","G6447","6r000G644701","2342","15/11/2024 00:00:00"
"4098","G6448","65000G644803","2407","15/11/2024 00:00:00"
"4099","G6451","6c000G64510C","2861","15/11/2024 00:00:00"
"4100","G6452","61000G645306","2779","15/11/2024 00:00:00"
"4101","G6453","61000G645306","2934","15/11/2024 00:00:00"
"4102","G6454","6c000G64510C","2603","15/11/2024 00:00:00"
"4103","G6455","6c000G64550G","2096","15/11/2024 00:00:00"
"4104","G6456","61000G645708","2101","15/11/2024 00:00:00"
"4105","G6457","61000G645708","2959","15/11/2024 00:00:00"
"4106","G6458","6c000G64550G","2891","15/11/2024 00:00:00"
"4107","G6459","6c000G64590B","2999","15/11/2024 00:00:00"
"4108","G6460","61000G646107","2091","15/11/2024 00:00:00"
"4109","G6461","61000G646107","2107","15/11/2024 00:00:00"
"4110","G6462","6c000G64590B","2484","15/11/2024 00:00:00"
"4111","G6463","6c000G64630D","2022","15/11/2024 00:00:00"
"4112","G6464","61000G64650B","2266","15/11/2024 00:00:00"
"4113","G6465","61000G64650B","2725","15/11/2024 00:00:00"
"4114","G6466","6c000G64630D","2653","15/11/2024 00:00:00"
"4115","G6467","6c000G646707","2667","15/11/2024 00:00:00"
"4116","G6468","61000G646906","2281","15/11/2024 00:00:00"
"4117","G6469","61000G646906","2597","15/11/2024 00:00:00"
"4118","G6470","6c000G646707","2513","15/11/2024 00:00:00"
"4119","G6471","6c000G647106","2877","15/11/2024 00:00:00"
"4120","G6472","64000G647300","2003","15/11/2024 00:00:00"
"4121","G6473","64000G647300","2038","15/11/2024 00:00:00"
"4122","G6475","6r000G647502","2662","15/11/2024 00:00:00"
"4123","G6476","65000G647604","2892","15/11/2024 00:00:00"
"4124","G6477","6c000G647704","2721","15/11/2024 00:00:00"
"4125","G6479","6r000G647902","2029","15/11/2024 00:00:00"
"4126","G6480","65000G648004","2409","15/11/2024 00:00:00"
"4127","G6481","6c000G648105","2750","15/11/2024 00:00:00"
"4128","G6482","61000G648206","2936","15/11/2024 00:00:00"
"4129","G6483","6c000G648308","2123","15/11/2024 00:00:00"
"4130","G6484","61000G648508","2226","15/11/2024 00:00:00"
"4131","G6485","61000G648508","2240","15/11/2024 00:00:00"
"4132","G6486","6c000G648308","2389","15/11/2024 00:00:00"
"4133","G6487","6r000G648702","2792","15/11/2024 00:00:00"
"4134","G6488","65000G648804","2523","15/11/2024 00:00:00"
"4135","G6489","6r000G648902","2509","15/11/2024 00:00:00"
"4136","G6490","65000G649004","2140","15/11/2024 00:00:00"
"4137","G6491","6c000G649104","2854","15/11/2024 00:00:00"
"4138","G6492","61000G649306","2276","15/11/2024 00:00:00"
"4139","G6493","61000G649306","2664","15/11/2024 00:00:00"
"4140","G6494","6c000G649104","2060","15/11/2024 00:00:00"
"4141","G6501","6c000G650109","2309","15/11/2024 00:00:00"
"4142","G6502","6x000G650206","2012","15/11/2024 00:00:00"
"4143","G6503","6c000G650308","2720","15/11/2024 00:00:00"
"4144","G6504","6x000G650406","2880","15/11/2024 00:00:00"
"4145","G6505","6c000G650505","2695","15/11/2024 00:00:00"
"4146","G6506","6x000G650607","2523","15/11/2024 00:00:00"
"4147","G6507","6c000G65070G","2010","15/11/2024 00:00:00"
"4148","G6508","6x000G650810","2732","15/11/2024 00:00:00"
"4149","G6509","6c000G65090A","2216","15/11/2024 00:00:00"
"4150","G6510","6x000G651007","2198","15/11/2024 00:00:00"
"4151","G6511","6c000G65110E","2523","15/11/2024 00:00:00"
"4152","G6512","6x000G651207","2140","15/11/2024 00:00:00"
"4153","G6513","6c000G65130G","2374","15/11/2024 00:00:00"
"4154","G6514","6x000G651405","2031","15/11/2024 00:00:00"
"4155","G6515","6c000G65150C","2306","15/11/2024 00:00:00"
"4156","G6516","6x000G65160D","2360","15/11/2024 00:00:00"
"4157","G6517","62000G652002","2193","15/11/2024 00:00:00"
"4158","G6518","6c000G65190C","2283","15/11/2024 00:00:00"
"4159","G6519","6c000G65190C","2642","15/11/2024 00:00:00"
"4160","G6520","62000G652002","2371","15/11/2024 00:00:00"
"4161","G6525","6c000G652509","2888","15/11/2024 00:00:00"
"4162","G6526","6x000G65260A","2272","15/11/2024 00:00:00"
"4163","G6527","6c000G65270B","2519","15/11/2024 00:00:00"
"4164","G6528","6x000G652807","2251","15/11/2024 00:00:00"
"4165","G6529","6c000G65290A","2560","15/11/2024 00:00:00"
"4166","G6530","6x000G653007","2282","15/11/2024 00:00:00"
"4167","G6533","6c000G65330C","2711","15/11/2024 00:00:00"
"4168","G6534","6x000G653406","2239","15/11/2024 00:00:00"
"4169","G6535","6c000G65350E","2191","15/11/2024 00:00:00"
"4170","G6536","6x000G653607","2651","15/11/2024 00:00:00"
"4171","G6537","6c000G65370B","2420","15/11/2024 00:00:00"
"4172","G6538","6x000G653804","2191","15/11/2024 00:00:00"
"4173","G6539","6c000G65390F","2466","15/11/2024 00:00:00"
